Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Jet-Black,Secret,Living,Male,Bad,,,,,Black,,Marvel,1999.0,2.0,1999-07-01,Rising Sons
Jeter Kan Toon,,Living,Male,Good,,,,,,,Marvel,1992.0,1.0,1992-01-01,
Jethro Prufrock,Public,Deceased,Male,Bad,,,,,White,,Marvel,1990.0,1.0,1990-06-01,
Jeven Ognats,Public,Living,Male,Good,,,,Brown,Brown,,DC,1994.0,4.0,1994-10-01,Post-Zero Hour
Jewelee,Secret,Living,Female,Bad,,,,Blue,Blond,,DC,1988.0,33.0,1988-07-01,
Jewelius Blak,Public,Living,Female,Good,,,,,Brown,,DC,1988.0,1.0,1988-03-01,
Jezebel Jet,Public,Deceased,Female,Bad,,,,Brown,Red,,DC,2006.0,13.0,2006-10-01,
Jezebelle of New Genesis,Secret,Deceased,Female,Good,,,,Yellow,Red,,DC,1977.0,8.0,1977-07-01,
Jia,Secret,Living,Female,Bad,,,,,Black,,DC,2007.0,5.0,2007-05-01,
Jia Jing,Public,Living,Female,Good,,,,Brown,Black,,Marvel,2012.0,26.0,2012-12-01,
Jian,No Dual,Living,Male,Good,,,,,Black,,Marvel,2010.0,8.0,2010-11-01,
Jiang,Public,Living,Male,Other,,,,Black,Black,,Marvel,2008.0,1.0,2008-05-01,
Jianjun,,Living,Male,Good,,,,,,,Marvel,2009.0,1.0,2009-05-01,
Jifjoc,Public,Living,Male,Other,,,,Yellow,Red,,Marvel,2008.0,1.0,2008-02-01,
Jigsaw,,,Male,Bad,,188.0,113.0,Blue,Black,,Marvel,,,,
Jigsaw Monster,,Deceased,Other,Bad,,,,,,,Marvel,1974.0,5.0,1974-11-01,
Jigundus,Public,Living,Male,Good,,,,,,,DC,2002.0,,2002-09-01,
Jill,Secret,Deceased,Female,Other,,,,,Black,,Marvel,1983.0,1.0,1983-01-01,Mutant
Jill Carlyle,Secret,Living,Female,Other,,,,Brown,Black,,DC,2000.0,15.0,2000-04-01,
Jill Harper,,Living,Female,Good,,,,Blue,Blond,,Marvel,2011.0,5.0,2011-05-01,
Jill Hepburn,,Living,Female,Good,,,,,,,Marvel,2010.0,,2010-09-01,
Jill Jerold,Public,Living,Female,Other,,,,Black,Black,,Marvel,1966.0,11.0,1966-11-01,
Jill Kincaid,,Living,Female,Other,,,,Green,Red,,Marvel,2005.0,3.0,2005-08-01,
Jill Stacy,Public,Living,Female,Other,,,,Blue,Black,,Marvel,1997.0,97.0,1997-01-01,
Jill Stevens,Public,Living,Female,Good,,,,Brown,Brown,,Marvel,1980.0,8.0,1980-02-01,
Jillian,Secret,Living,Female,Bad,,,,Yellow,Blue,,Marvel,2003.0,6.0,2003-10-01,
Jillian Conway,,Deceased,Female,Bad,,,,,Blond,,DC,1993.0,4.0,1993-08-01,
Jillian Jackson,,Living,Female,Good,,,,,Blond,,DC,1965.0,23.0,1965-11-01,
Jillian Pearlman,Public,Living,Female,Good,,,,Blue,Blond,,DC,2005.0,20.0,2005-07-01,
Jillian Woods,Secret,Living,Female,Good,,,,Green,Black,,Marvel,1993.0,24.0,1993-04-01,
Jim,Secret,Living,Male,Bad,,,,Blue,Grey,,Marvel,,1.0,,A.I.M.
Jim,Public,Living,Male,Other,,,,,,,Marvel,1963.0,1.0,1963-07-01,Security Guard
Jim,,Living,Male,Other,,,,Blue,Black,,Marvel,1972.0,1.0,1972-11-01,
Jim Arsdale,No Dual,Deceased,Male,Other,,,,,Brown,,Marvel,1973.0,1.0,1973-11-01,
Jim Baker,Public,Living,Male,Good,,,,Black,Black,,Marvel,1965.0,1.0,1965-01-01,
Jim Cunningham,Public,Living,Male,Good,,,,,Brown,,Marvel,,,,
Jim Dworman,Public,Living,Male,Other,,,,,Brown,,Marvel,1990.0,3.0,1990-07-01,
Jim Evans,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1967.0,1.0,1967-04-01,
Jim Gardley,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,1939.0,15.0,1939-10-01,
Jim Langdon,Public,Living,Male,Other,,,,,,,Marvel,1944.0,1.0,1944-12-01,
Jim Lathrop,Public,Living,Male,Good,,,,,Grey,,Marvel,1948.0,28.0,1948-12-01,
Jim Morita,,Living,Male,Other,,,,Brown,Black,,Marvel,1967.0,4.0,1967-01-01,
Jim Mulligan,,Deceased,Male,Other,,,,Brown,White,,Marvel,2004.0,6.0,2004-11-01,
Jim Peterson,Public,Living,Male,Bad,,,,,Black,,Marvel,,1.0,,
Jim Powell,,,Male,Good,,,,,,,Other,,,,
Jim Redfield,Public,Living,Male,Other,,,,,Black,,Marvel,1994.0,2.0,1994-11-01,
Jim Sharp,Public,Living,Male,Bad,,,,Green,Black,,Marvel,1991.0,4.0,1991-08-01,
Jim Taylor,,Living,Male,Good,,,,Brown,Brown,,Marvel,1940.0,5.0,1940-04-01,
Jim Torrence,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,
Jim Washington,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,2001.0,1.0,2001-09-01,Earth-1610
Jim Young,,Living,Male,Good,,,,,Black,,Marvel,1994.0,4.0,1994-10-01,
Jimaine Szardos,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1976.0,98.0,1976-04-01,
Jimmy,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,2010.0,1.0,2010-06-01,Broxton
Jimmy Crain,Public,Deceased,Male,Bad,,,,,White,,Marvel,1942.0,1.0,1942-05-01,
Jimmy Crawley,Public,Living,Male,Bad,,,,,White,,Marvel,1980.0,1.0,1980-12-01,
Jimmy Everett,,Living,Male,Good,,,,Blue,Blond,,Marvel,,3.0,,
Jimmy Mulligan,,Living,Male,Other,,,,,Brown,,Marvel,1995.0,1.0,1995-09-01,
Jimmy Murphy,Public,Deceased,Male,Bad,,,,,Brown,,DC,1997.0,1.0,1997-01-01,
Jimmy Rogers,Public,Living,Male,Good,,,,,Brown,,Marvel,1951.0,1.0,1951-12-01,
Jin,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,,1.0,,Habit Heroes
Jin Lee,Secret,Living,Female,Good,,,,,Black,,Marvel,2012.0,2.0,2012-10-01,
Jinin,Secret,Living,Female,Good,,,,White,Purple,,Marvel,,2.0,,
Jinku,Secret,Living,Male,Bad,,,,,,,Marvel,1964.0,9.0,1964-05-01,
Jinni,,Living,Male,Bad,,,,Red,Black,,Marvel,1967.0,4.0,1967-02-01,
Jinny Greenteeth,,Deceased,Female,Good,,,,,White,,DC,2011.0,1.0,2011-08-01,
Jinx,Secret,Living,Female,Bad,,,,Purple,,,DC,1985.0,30.0,1985-08-01,
Jinx,,Living,Male,Other,,,,,,,Marvel,1985.0,2.0,1985-11-01,Theodore
Jinx,,Living,Male,Other,,,,,,,Marvel,2003.0,1.0,2003-07-01,NYPD
Jinx II,,Living,Male,Bad,,,,,,,DC,1981.0,1.0,1981-12-01,
Jiro Osamu,Secret,Living,Male,Good,,,,Black,Black,,DC,2011.0,6.0,2011-01-01,
Jiru,Public,Living,Male,Other,,,,Brown,Black,,Marvel,1978.0,1.0,1978-01-01,
Jitter,Secret,Living,Male,Bad,,,,,Brown,,DC,1995.0,,1995-05-01,
Jiv Reduu,Public,Deceased,Male,Bad,,,,,Black,,DC,1991.0,2.0,1991-08-01,
Jivan Shi,Secret,Deceased,Male,Bad,,,,Brown,Black,,DC,1983.0,12.0,1983-03-01,
Jo,Secret,Living,Female,Other,,,,,Brown,,Marvel,1984.0,2.0,1984-03-01,Morlock
Jo,Public,Living,Female,Good,,,,,Black,,Marvel,2003.0,2.0,2003-12-01,Mutant
Jo Beth,,Living,Female,Other,,,,Black,Black,,Marvel,1992.0,5.0,1992-09-01,
Joachim Hesse,,Living,Male,Bad,,,,,Brown,,DC,1988.0,4.0,1988-12-01,
Joan Dale,Secret,Living,Female,Good,,,,Blue,Black,,DC,1941.0,37.0,1941-08-01,
Joan Eaton,Secret,Living,Female,Good,,,,,Blond,,Marvel,2000.0,3.0,2000-11-01,
Joan Jameson,,Living,Female,Other,,,,,,,Marvel,2003.0,1.0,2003-01-01,
Joan Lincoln,,Living,Female,Other,,,,Blue,Blond,,DC,1983.0,19.0,1983-07-01,
Joan Madrox,Secret,Deceased,Female,Good,,,,Blue,Brown,,Marvel,1975.0,3.0,1975-02-01,
Joan Ng,Public,Living,Female,Other,,,,Brown,Brown,,DC,2011.0,1.0,2011-03-01,
Joan Williams,Public,Living,Female,Other,,,,Blue,Grey,,DC,1940.0,171.0,1940-01-01,
Joan Winters,Public,Living,Female,Good,,,,,Blond,,Marvel,1940.0,1.0,1940-09-01,
Joan the Mouse,,Living,Female,Good,,,,,Brown,,Marvel,2000.0,10.0,2000-04-01,
Joanie,No Dual,Living,Female,Bad,,,,,Auburn,,Marvel,,2.0,,LMD
Joanna Blanding,Public,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1997.0,2.0,1997-07-01,
Joanna Cargill,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,1986.0,121.0,1986-05-01,
Joanna Nivena,Public,Living,Female,Good,,,,Green,Blond,,Marvel,1989.0,2.0,1989-07-01,
Joanna Tanner,Public,Deceased,Female,Good,,,,Brown,Black,,DC,2003.0,7.0,2003-07-01,
Joanne Beaubier,Public,Deceased,Female,Other,,,,,,,Marvel,1992.0,1.0,1992-03-01,
Joanne Lucas,No Dual,Living,Female,Other,,,,Brown,Brown,,Marvel,2009.0,1.0,2009-01-01,
Joanne Tumolo,Secret,Living,Female,Good,,,,,Grey,,Marvel,1972.0,14.0,1972-11-01,
Joanqin,,Living,Female,Good,,,,,Orange,,DC,1988.0,2.0,1988-02-01,
Joaquim Robichaux,Secret,Living,Male,Good,,,,,,,Marvel,2006.0,3.0,2006-08-01,
Joaquin Pennysworth,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2008.0,14.0,2008-05-01,
Joar Mahkent,Secret,Deceased,Male,Bad,,,,Blue,Red,,DC,1947.0,51.0,1947-10-01,
Joatt,Public,Living,Male,Good,,,,,Blond,,DC,2000.0,1.0,2000-07-01,
Job Burke,No Dual,Living,Male,Other,,,,,,,Marvel,1997.0,1.0,1997-12-01,
Jobeth Tucker,Public,Living,Female,Good,,,,,Blond,,Marvel,1987.0,1.0,1987-11-01,
Jocasta,,Living,Female,Bad,,,,Red,Red,,DC,1992.0,4.0,1992-07-01,
Jocasta,No Dual,Living,Female,Good,,,,Red,Bald,,Marvel,1977.0,140.0,1977-08-01,
Jocasta Frost,Public,Living,Female,Other,,,,,,,Marvel,2002.0,1.0,2002-10-01,
Jocasta of Themyscira,,Living,Female,Good,,,,,Black,,DC,1994.0,1.0,1994-09-01,
Jock,Secret,Living,Male,Bad,,,,,Red,,DC,2010.0,3.0,2010-12-01,
Jock Forrester,Public,Deceased,Male,Other,,,,,,,Marvel,1981.0,2.0,1981-04-01,
Jock Kellogg,Secret,Deceased,Male,Good,,,,,Black,,DC,1940.0,43.0,1940-07-01,
Jock Verner,Public,Living,Male,Other,,,,,Brown,,DC,1984.0,17.0,1984-07-01,
Jocko,,Living,Male,Bad,,,,,,,Marvel,1991.0,4.0,1991-04-01,
Jodi Furman,Secret,Living,Female,Good,,,,Blue,Red,,Marvel,1992.0,2.0,1992-06-01,
Jody Choate,No Dual,Deceased,Male,Bad,,,,,,,Marvel,1988.0,9.0,1988-09-01,
Jody Putt,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1989.0,8.0,1989-08-01,
Jodyquiel,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
Joe,Secret,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,2007.0,3.0,2007-07-01,National Force
Joe,,Living,Male,Other,,,,,,,Marvel,1963.0,15.0,1963-07-01,NYPD
Joe,Public,Living,Male,Other,,,,,Red,,Marvel,1965.0,4.0,1965-02-01,Cameraman
Joe,,Living,Male,Other,,,,,Black,,Marvel,1965.0,3.0,1965-06-01,Pilot
Joe,,Living,Male,Other,,,,,Black,,Marvel,1967.0,1.0,1967-03-01,
Joe Atlantis,Secret,Living,Male,Good,,,,,Bald,,Marvel,2006.0,1.0,2006-09-01,
Joe Bandano,Public,Deceased,Male,Bad,,,,,Brown,,DC,1997.0,2.0,1997-02-01,
Joe Bugs,Secret,Deceased,Male,Other,,,,Red,Bald,,Marvel,,1.0,,
Joe Carson,,Deceased,Male,Bad,,,,,,,Marvel,1985.0,2.0,1985-01-01,
Joe Clanton,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1966.0,,1966-08-01,
Joe Cooke,Public,Living,Male,Bad,,,,,Black,,Marvel,1962.0,1.0,1962-03-01,
Joe Cord,Public,Deceased,Male,Other,,,,,,,Marvel,1974.0,2.0,1974-11-01,
Joe Dix,Public,Living,Male,Other,,,,,Blond,,Marvel,1942.0,2.0,1942-05-01,
Joe Emberlin,,Living,Male,Bad,,,,,Blond,,Marvel,1992.0,2.0,1992-10-01,
Joe Grupper,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-12-01,
Joe Hollywood,Secret,Living,Male,Good,,,,,,,DC,2002.0,1.0,2002-02-01,
Joe Karnelli,Public,Living,Male,Bad,,,,,,,Marvel,2010.0,1.0,2010-03-01,
Joe Mallon,Public,Living,Male,Other,,,,,White,,Marvel,1948.0,1.0,1948-09-01,
Joe Marone,Public,Living,Male,Bad,,,,,Bald,,Marvel,1942.0,1.0,1942-11-01,
Joe Morita,,Living,Male,Other,,,,,,,Marvel,1968.0,3.0,1968-03-01,
Joe Public,Secret,Living,Male,Good,,,,,Blond,,DC,1993.0,8.0,1993-06-01,
Joe Robards,,Living,Male,Other,,,,,White,,Marvel,2013.0,4.0,2013-04-01,
Joe Scarpone,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1943.0,1.0,1943-06-01,
Joe Self,Secret,Living,Male,Bad,,,,,,,Marvel,2005.0,1.0,2005-08-01,
Joe Spencer,,Living,Male,Other,,,,,Brown,,Marvel,1999.0,,1999-12-01,
Joel Cochin,Secret,Living,Male,Bad,,,,Brown,Brown,,DC,1984.0,3.0,1984-03-01,
Joel Drake,Secret,Living,Male,Other,,,,Brown,Brown,,Marvel,1984.0,2.0,1984-12-01,
Joel Flood,No Dual,Deceased,Male,Other,,,,,Brown,,Marvel,2005.0,6.0,2005-04-01,
Joel Haines,,Living,Male,Other,,,,,Black,,Marvel,2002.0,1.0,2002-07-01,
Joel Tanner,Public,Deceased,Male,Good,,,,,White,,Marvel,1975.0,3.0,1975-06-01,
Joel Weinberg,Public,Living,Male,Good,,,,,Brown,,DC,2000.0,10.0,2000-03-01,
Joel Williams,Public,Living,Male,Good,,,,,Blond,,Marvel,1940.0,4.0,1940-03-01,
Joelle,Secret,Deceased,Female,Good,,,,Blue,Black,,Marvel,2012.0,9.0,2012-10-01,
Joelle Guthrie,Public,Living,Female,Other,,,,,Brown,,Marvel,1984.0,7.0,1984-11-01,
Joely Bartlett,,Living,Female,Good,,,,,,,DC,2000.0,13.0,2000-08-01,
Joey,,Living,Male,Other,,,,,,,Marvel,1991.0,1.0,1991-10-01,Morlock
Joey,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,1971.0,7.0,1971-03-01,San Francisco
Joey Andrews,,Living,Male,Bad,,,,,,,Marvel,1982.0,1.0,1982-04-01,
Joey Burnett,Public,Living,Male,Good,,,,,Brown,,Marvel,1978.0,6.0,1978-07-01,
Joey Cascio,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,2003.0,1.0,2003-03-01,
Joey Chambers,Public,Deceased,Male,Other,,,,Black,Black,,Marvel,2004.0,3.0,2004-09-01,
Joey Eliot,Public,Living,Male,Other,,,,,Brown,,Marvel,2006.0,11.0,2006-11-01,
Joey Farrell,,Living,Male,Bad,,,,,Black,,Marvel,1991.0,1.0,1991-10-01,
Joey Milton,Public,Living,Male,Other,,,,,Brown,,Marvel,1948.0,1.0,1948-08-01,
Joey V.,Public,Living,Male,Other,,,,Brown,Brown,,Marvel,2006.0,1.0,2006-03-01,
Jogarr,Public,Deceased,Male,Good,,,,,Black,,DC,1984.0,12.0,1984-11-01,
Johan Schumann,Secret,Living,Male,Good,,,,Brown,Blond,,Marvel,2004.0,1.0,2004-12-01,
Johann,Public,Living,Male,Other,,,,,Bald,,Marvel,1989.0,3.0,1989-10-01,Baran
Johann,Public,Living,Male,Other,,,,,Brown,,Marvel,2002.0,1.0,2002-03-01,
Johann Bessler,Secret,Living,Male,Bad,,,,Red,,,Marvel,1993.0,3.0,1993-05-01,
Johann Fennhoff,Public,Living,Male,Bad,,,,Blue,Red,,Marvel,1968.0,56.0,1968-11-01,
Johann Goldstein,,Living,Male,Other,,,,,Grey,,Marvel,1976.0,6.0,1976-12-01,
Johann Krauss,,,Male,Good,,,,,,,Other,,,,
Johann Shmidt,Public,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,1941.0,376.0,1941-08-01,
Johann Shmidt,Public,Living,Male,Bad,,,,Blue,Brown,,Marvel,2012.0,13.0,2012-12-01,Clone
Johann Shmidt,,Living,Male,Bad,,,,,,,Marvel,1996.0,8.0,1996-09-01,Heroes Reborn
Johanna Constantine,Public,Living,Female,Good,,,,Blue,Blond,,DC,1990.0,4.0,1990-02-01,
Johannes Haff,Secret,Living,Male,Bad,,,,,Red,,Marvel,1988.0,,1988-08-01,
Johannes van der Houten,,Deceased,Male,Bad,,,,Blue,White,,DC,1988.0,5.0,1988-09-01,
John,Public,Deceased,Male,Other,,,,Blue,Blond,,Marvel,2001.0,,2001-10-01,Mutant
John Adams,,Living,Male,Good,,,,,,,DC,1996.0,2.0,1996-01-01,
John Adams,Public,Living,Male,Good,,,,Brown,White,,Marvel,2009.0,4.0,2009-12-01,
John Adams,Public,Living,Male,Good,,,,,White,,Marvel,1943.0,1.0,1943-09-01,WWII US envoy
John Allen Adams,,Living,Male,Bad,,,,,,,Marvel,2009.0,,2009-04-01,
John Aman,Secret,Deceased,Male,Good,,,,Blue,Bald,,Marvel,2007.0,35.0,2007-10-01,
John Anderson,Public,Living,Male,Good,,,,Brown,Blond,,Marvel,2003.0,14.0,2003-09-01,
John Anvil,Public,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,1974.0,7.0,1974-12-01,
John Barnes,Public,Living,Male,Bad,,,,,,,Marvel,1996.0,5.0,1996-09-01,Heroes Reborn
John Barnes,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,2009.0,4.0,2009-11-01,
John Blandings,,Living,Other,Good,,,,,,,Marvel,1962.0,1.0,1962-12-01,
John Borden,Secret,Living,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-01-01,
John Braddock,,Living,Male,Other,,,,,Blond,,Marvel,2000.0,,2000-04-01,
John Bronson,,Living,Male,Good,,,,,,,Marvel,1966.0,1.0,1966-05-01,
John Buscema,Public,Living,Male,Other,,,,,Black,,Marvel,1968.0,1.0,1968-09-01,
John Butcher,Secret,Living,Male,Good,,,,Brown,Black,,DC,1990.0,12.0,1990-05-01,
John Carik,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1994.0,7.0,1994-07-01,
John Cassidy,Secret,Deceased,Male,Bad,,,,Yellow,,,DC,2006.0,7.0,2006-07-01,
John Cereus,Public,Living,Male,Bad,,,,Brown,Green,,Marvel,1990.0,5.0,1990-09-01,
John Chan,,Living,Male,Good,,,,,,,DC,1994.0,19.0,1994-10-01,
John Charles Collins,Public,Deceased,Male,Bad,,,,Black,Black,,DC,1987.0,1.0,1987-05-01,
John Cheever,,Living,Male,Other,,,,,,,Marvel,1978.0,6.0,1978-09-01,
John Clayton,Public,Living,Male,Good,,,,Grey,Black,,Marvel,1977.0,33.0,1977-06-01,
John Constantine,Public,Living,Male,Good,Human,183.0,,Blue,Blond,,DC,1984.0,371.0,1984-06-01,
John Corben,Secret,Living,Male,Bad,,,,Photocellular,Brown,,DC,1987.0,80.0,1987-01-01,
John Crafton,No Dual,Deceased,Male,Bad,,,,,,,Marvel,1939.0,1.0,1939-10-01,
John Crichton,,Living,Male,Other,,,,,,,Marvel,2005.0,1.0,2005-01-01,
John Crutherss,Public,Deceased,Male,Bad,,,,,White,,Marvel,1941.0,1.0,1941-06-01,
John D. Armbruster,Public,Living,Male,Good,,,,,,,Marvel,1973.0,18.0,1973-06-01,
John Daltry,,Living,Male,Good,,,,,Brown,,Marvel,1980.0,9.0,1980-05-01,
John Dancer,Public,Living,Male,Good,,,,,Blond,,Marvel,1986.0,,1986-08-01,
John Dandy,,Living,Male,Good,,,,,,,DC,1992.0,3.0,1992-01-01,
John Dare,Public,Living,Male,Other,,,,,,,Marvel,1995.0,1.0,1995-11-01,
John Dark,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-04-01,
John Dee,Secret,Living,Male,Bad,,,,Brown,Brown,,DC,1961.0,39.0,1961-07-01,
John Deleon,Public,Deceased,Male,Bad,,,,,Black,,DC,1969.0,3.0,1969-11-01,
John Denetto,Public,Living,Male,Bad,,,,Blue,Black,,DC,2008.0,7.0,2008-02-01,
John Diamond,Public,Living,Male,Other,,,,,,,Marvel,1979.0,2.0,1979-04-01,
John Dillon,No Dual,Deceased,Male,Bad,,,,,,,Marvel,1939.0,1.0,1939-10-01,
John Dolan,Public,Living,Male,Bad,,,,,Brown,,DC,1961.0,1.0,1961-08-01,Earth-One
John Dolan,Public,Living,Male,Other,,,,Blue,Blond,,Marvel,1949.0,1.0,1949-05-01,
John Drake,No Dual,Living,Male,Other,,,,,,,Marvel,1946.0,1.0,1946-06-01,
John Economos,Public,Living,Male,Good,,,,,Brown,,DC,1987.0,29.0,1987-05-01,
John Eden,No Dual,Living,Male,Good,,,,Blue,Blond,,Marvel,,2.0,,
John Edgar Hoover,Public,Living,Male,Other,,,,,,,Marvel,1940.0,2.0,1940-04-01,
John Ehrmann,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,1980.0,3.0,1980-08-01,
John F. Kennedy,No Dual,Deceased,Male,Good,,,,,,,Marvel,1963.0,16.0,1963-05-01,
John Falsworth,Secret,Deceased,Male,Bad,,,,Blue,Black,,Marvel,1976.0,44.0,1976-07-01,
John Flint,Public,Living,Male,Good,,,,,Brown,,DC,1992.0,18.0,1992-10-01,
John Gamelin,Public,Living,Male,Other,,,,,White,,Marvel,1979.0,6.0,1979-11-01,
John Gideon,,Deceased,Male,Bad,,,,,Blond,,Marvel,1996.0,3.0,1996-09-01,
John Grayson,Public,Deceased,Male,Good,,,,,Black,,DC,1989.0,44.0,1989-08-01,
John Grey,Public,Deceased,Male,Good,,,,,Grey,,Marvel,1964.0,46.0,1964-05-01,
John Greycrow,Secret,Living,Male,Other,,,,Grey,Black,,Marvel,1986.0,83.0,1986-10-01,
John H. Holliday,Public,Living,Male,Bad,,,,,,,Marvel,1965.0,1.0,1965-06-01,
John Hancock,Public,Deceased,Male,Good,,,,,,,Marvel,2009.0,1.0,2009-12-01,
John Harriman,No Dual,Living,Male,Bad,,,,Blue,White,,Marvel,1946.0,1.0,1946-06-01,
John Harrington,Public,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-06-01,
John Harris,Public,Living,Male,Other,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,
John Hashimoto,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2008.0,7.0,2008-10-01,
John Henry Irons,Public,Living,Male,Good,,,,Brown,,,DC,1993.0,345.0,1993-06-01,
John Henry Martin,Public,Living,Male,Bad,,,,Brown,Brown,,DC,1989.0,5.0,1989-08-01,
John Hillary,,Living,Male,Good,,,,,Brown,,DC,1987.0,15.0,1987-03-01,
John Horton,Public,Living,Male,Bad,,,,Yellow,Yellow,,Marvel,1972.0,74.0,1972-11-01,
"John Howlett, Jr.",No Dual,Deceased,Male,Other,,,,Blue,Brown,,Marvel,2001.0,2.0,2001-12-01,
"John Howlett, Sr.",No Dual,Deceased,Male,Good,,,,Blue,Black,,Marvel,2001.0,4.0,2001-11-01,
John I,Public,Living,Male,Bad,,,,,,,DC,2011.0,1.0,2011-02-01,
John J. Curtis,No Dual,Living,Male,Other,,,,,White,,Marvel,1947.0,1.0,1947-07-01,
John Jacob Gilligan,Secret,Living,Male,Good,,,,,Blond,,Marvel,1948.0,1.0,1948-12-01,
John Jonah Jameson,No Dual,Living,Male,Other,,,,Blue,Black,,Marvel,1963.0,1266.0,1963-03-01,
John Jonah Jameson III,No Dual,Living,Male,Good,,,,Brown,Auburn,,Marvel,1963.0,240.0,1963-03-01,
"John Jonah Jameson, Sr.",No Dual,Living,Male,Good,,,,Brown,White,,Marvel,2009.0,51.0,2009-01-01,
John Jones,Secret,Deceased,Male,Other,,,,Brown,Brown,,Marvel,2001.0,1.0,2001-08-01,
John Jones,Public,Living,Male,Good,,,,Black,,,DC,1942.0,37.0,1942-08-01,
John Joseph Maguire,Public,Living,Male,Other,,,,,Auburn,,Marvel,2002.0,2.0,2002-07-01,
John Judson,Public,Living,Male,Bad,,,,,Brown,,Marvel,1980.0,2.0,1980-07-01,
John Kelly,Secret,Deceased,Male,Good,,,,Red,Blond,,Marvel,1990.0,14.0,1990-11-01,
John Kennedy,Public,Living,Male,Good,,,,,Brown,,DC,1961.0,8.0,1961-05-01,
John Kesler,,Living,Male,Bad,,,,,Black,,Marvel,2006.0,1.0,2006-02-01,
John King,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,2002.0,26.0,2002-07-01,
John Kowalski,Secret,Living,Male,Other,,,,Blue,Brown,,Marvel,1974.0,12.0,1974-10-01,
John LaMonica,Secret,Deceased,Male,Bad,,,,Brown,Black,,DC,1995.0,6.0,1995-05-01,
John Ladue,Public,Deceased,Male,Bad,,,,Brown,Black,,Marvel,2007.0,12.0,2007-06-01,
John Lennon,Secret,Deceased,Male,Good,,,,Variable,Variable,,Marvel,2007.0,13.0,2007-01-01,Skrull
John Lewandow,,Living,Male,Other,,,,,Black,,Marvel,1986.0,2.0,1986-04-01,
John Liberty,Secret,Deceased,Male,Good,,,,,Brown,,Marvel,1941.0,7.0,1941-08-01,
John Lissom,Secret,Living,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-12-01,
John Lopez,Secret,Deceased,Male,Other,,,,Brown,Black,,Marvel,2002.0,13.0,2002-08-01,
John Maddox,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,2007.0,10.0,2007-04-01,
John Mairs,Secret,Deceased,Male,Good,,,,Brown,Brown,,Marvel,2006.0,2.0,2006-01-01,
John Malone,Secret,Living,Male,Bad,,,,Blue,,,DC,1985.0,15.0,1985-01-01,
John Maxon,,Living,Other,Other,,,,,,,Marvel,1965.0,1.0,1965-05-01,
John McCoy,Secret,Living,Male,Other,,,,,Black,,Marvel,2008.0,1.0,2008-11-01,
John McIver,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1977.0,12.0,1977-09-01,
John Mercado,,Living,Male,Good,,,,Brown,Brown,,DC,2004.0,8.0,2004-02-01,
John Monroe,Secret,Deceased,Male,Bad,,,,Blue,Brown,,DC,1985.0,8.0,1985-08-01,
John Nash,Public,Living,Male,Bad,,,,,Blond,,Marvel,1996.0,1.0,1996-08-01,
John Nichol,,Deceased,Male,Bad,,,,,Brown,,DC,2008.0,16.0,2008-03-01,
John Oakes,Public,Living,Male,Good,,,,Blue,Black,,DC,1993.0,4.0,1993-07-01,
John Pemberton,,Living,Male,Other,,,,,Grey,,DC,1941.0,16.0,1941-10-01,
John Porter,Public,Living,Male,Good,,,,Black,Black,,Marvel,1989.0,20.0,1989-05-01,
John Price,Secret,Deceased,Male,Other,,,,,Grey,,Marvel,2009.0,1.0,2009-08-01,
